provinsi;tahun;klasifikasi;lpe_tw1;lpe_tw2;lpe_tw3;lpe_tw4;lpe_ctc;kontribusi;pdrb_perkapita;inflasi;pma;pmdn;ekspor_top3;naker_top;ipm;kemiskinan;tpt;gini;interpretasi_ekonomi_riil;rekomendasi_ekonomi_riil
Maluku;2023;Daerah Relatif Tertinggal;5.7;5.8;4.5;4.8;5.2;0.3;30.5;2.8;106.0;1905.0;-;;72.8;-;6.3;-;Maluku memiliki karakter ekonomi kepulauan dengan ketergantungan pada Pertanian (termasuk perikanan), Perdagangan, dan Jasa Pendidikan. Dengan wilayah laut lebih dari 90%, perikanan menjadi tulang punggung utama. Tantangan utama yang dihadapi Maluku yaitu tingginya biaya logistik antarpulau dan minimnya infrastruktur pengolahan, sehingga nilai tambah hasil laut lebih banyak berpindah ke luar daerah seperti Bitung atau Makassar.;Peran Maluku sebagai lumbung ikan nasional perlu diperkuat, dengan titik tekan pada pengolahan di dalam daerah. Pengembangan industri pengalengan dan pembekuan ikan di Ambon atau Tual menjadi kunci agar rantai nilai tidak keluar. Selain itu, konektivitas maritim dan pelabuhan perikanan terintegrasi menjadi penting untuk menentukan efisiensi distribusi, termasuk dukungan energi terbarukan untuk menjaga rantai dingin di wilayah kepulauan. Revitalisasi komoditas rempah seperti cengkeh dan pala juga perlu dikembangkan ke industri turunan (essential oil) agar kembali punya posisi di pasar global.
Maluku;2024;Daerah Relatif Tertinggal;5.5;3.1;6.2;6.5;5.3;0.3;32.2;1.3;121.0;1570.0;-;;73.4;15.8;6.1;0.291;Maluku memiliki karakter ekonomi kepulauan dengan ketergantungan pada Pertanian (termasuk perikanan), Perdagangan, dan Jasa Pendidikan. Dengan wilayah laut lebih dari 90%, perikanan menjadi tulang punggung utama. Tantangan utama yang dihadapi Maluku yaitu tingginya biaya logistik antarpulau dan minimnya infrastruktur pengolahan, sehingga nilai tambah hasil laut lebih banyak berpindah ke luar daerah seperti Bitung atau Makassar.;Peran Maluku sebagai lumbung ikan nasional perlu diperkuat, dengan titik tekan pada pengolahan di dalam daerah. Pengembangan industri pengalengan dan pembekuan ikan di Ambon atau Tual menjadi kunci agar rantai nilai tidak keluar. Selain itu, konektivitas maritim dan pelabuhan perikanan terintegrasi menjadi penting untuk menentukan efisiensi distribusi, termasuk dukungan energi terbarukan untuk menjaga rantai dingin di wilayah kepulauan. Revitalisasi komoditas rempah seperti cengkeh dan pala juga perlu dikembangkan ke industri turunan (essential oil) agar kembali punya posisi di pasar global.
Maluku;2025;Daerah Relatif Tertinggal;5.1;3.4;4.3;5.4;4.6;0.3;33.7;3.6;2.0;1089.0;"Ikan dan Udang; Bahan Bakar Mineral";;74.1;15.3;6.3;0.273;Maluku memiliki karakter ekonomi kepulauan dengan ketergantungan pada Pertanian (termasuk perikanan), Perdagangan, dan Jasa Pendidikan. Dengan wilayah laut lebih dari 90%, perikanan menjadi tulang punggung utama. Tantangan utama yang dihadapi Maluku yaitu tingginya biaya logistik antarpulau dan minimnya infrastruktur pengolahan, sehingga nilai tambah hasil laut lebih banyak berpindah ke luar daerah seperti Bitung atau Makassar.;Peran Maluku sebagai lumbung ikan nasional perlu diperkuat, dengan titik tekan pada pengolahan di dalam daerah. Pengembangan industri pengalengan dan pembekuan ikan di Ambon atau Tual menjadi kunci agar rantai nilai tidak keluar. Selain itu, konektivitas maritim dan pelabuhan perikanan terintegrasi menjadi penting untuk menentukan efisiensi distribusi, termasuk dukungan energi terbarukan untuk menjaga rantai dingin di wilayah kepulauan. Revitalisasi komoditas rempah seperti cengkeh dan pala juga perlu dikembangkan ke industri turunan (essential oil) agar kembali punya posisi di pasar global.
Maluku;2026;Daerah Relatif Tertinggal;5.2;-;-;-;5.2;-;-;0.0;-;-;-;;-;-;-;-;Maluku memiliki karakter ekonomi kepulauan dengan ketergantungan pada Pertanian (termasuk perikanan), Perdagangan, dan Jasa Pendidikan. Dengan wilayah laut lebih dari 90%, perikanan menjadi tulang punggung utama. Tantangan utama yang dihadapi Maluku yaitu tingginya biaya logistik antarpulau dan minimnya infrastruktur pengolahan, sehingga nilai tambah hasil laut lebih banyak berpindah ke luar daerah seperti Bitung atau Makassar.;Peran Maluku sebagai lumbung ikan nasional perlu diperkuat, dengan titik tekan pada pengolahan di dalam daerah. Pengembangan industri pengalengan dan pembekuan ikan di Ambon atau Tual menjadi kunci agar rantai nilai tidak keluar. Selain itu, konektivitas maritim dan pelabuhan perikanan terintegrasi menjadi penting untuk menentukan efisiensi distribusi, termasuk dukungan energi terbarukan untuk menjaga rantai dingin di wilayah kepulauan. Revitalisasi komoditas rempah seperti cengkeh dan pala juga perlu dikembangkan ke industri turunan (essential oil) agar kembali punya posisi di pasar global.
Maluku Utara;2011;Daerah Berkembang Cepat;5.3;5.8;6.8;9.1;6.8;0.2;16.0;4.5;129.8;13.5;-;;63.2;-;5.3;0.343;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2012;Daerah Berkembang Cepat;9.6;7.0;6.5;4.9;7.0;0.2;17.7;3.3;90.3;320.5;-;;63.9;8.1;4.8;0.306;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2013;Daerah Berkembang Cepat;5.5;7.0;5.9;7.0;6.4;0.2;19.2;9.8;268.5;1114.9;-;;64.8;7.6;3.8;0.32;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2014;Daerah Berkembang Cepat;5.8;5.2;6.0;5.1;5.5;0.2;21.1;9.3;98.7;156.3;-;;65.2;7.4;5.3;0.322;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2015;Daerah Berkembang Cepat;5.1;6.5;6.8;6.1;6.1;0.2;22.9;4.5;203.8;48.2;-;;65.9;6.2;6.0;0.286;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2016;Daerah Berkembang Cepat;5.2;5.7;5.6;6.5;5.8;0.2;24.6;1.9;438.9;8.8;-;;66.6;6.4;4.0;0.309;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2017;Daerah Berkembang Cepat;7.6;7.0;7.8;8.3;7.7;0.2;26.7;2.0;228.1;1150.6;-;;67.2;6.4;5.3;0.33;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2018;Daerah Berkembang Cepat;7.6;7.3;8.2;8.2;7.9;0.2;29.6;4.1;362.8;2276.3;-;;67.8;6.6;4.6;0.336;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2019;Daerah Berkembang Cepat;7.6;7.5;4.1;5.9;6.2;0.3;32.1;1.9;1008.5;682.7;-;;68.7;6.9;4.8;0.31;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2020;Daerah Berkembang Cepat;3.9;0.0;7.3;10.1;5.4;0.3;33.0;2.1;2409.0;662.1;-;;69.3;7.0;5.2;0.29;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2021;Daerah Berkembang Cepat;13.5;18.8;12.9;21.6;16.8;0.3;40.4;2.4;2819.9;2665.3;-;;69.6;6.4;4.7;0.278;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2022;Daerah Berkembang Cepat;25.5;26.2;23.3;17.7;22.9;0.4;53.8;3.4;4487.5;3414.9;-;;70.3;6.4;4.0;0.309;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2023;Daerah Berkembang Cepat;17.0;22.5;27.0;19.7;21.6;0.4;64.3;4.4;4998.0;6901.0;-;;71.0;-;4.3;-;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2024;Daerah Berkembang Cepat;11.7;12.0;5.8;25.4;13.9;0.4;71.5;1.5;4392.0;9135.0;-;;71.8;6.0;4.0;0.296;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2025;Daerah Berkembang Cepat;34.8;31.8;41.4;29.8;34.2;0.6;97.3;1.6;5180.0;7814.0;"Besi dan Baja; Nikel; Bahan Kimia Anorganik";;72.5;5.6;4.6;0.275;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Maluku Utara;2026;Daerah Berkembang Cepat;19.6;-;-;-;19.6;-;-;0.0;-;-;-;;-;-;-;-;Maluku Utara mencatat pertumbuhan ekonomi yang sangat tinggi akibat ekspansi Industri Pengolahan (smelter nikel) dan aktivitas Pertambangan, yang menggeser struktur ekonomi dari agraris ke industri. Namun, pertumbuhan ini belum sepenuhnya inklusif, karena ketimpangan antarwilayah masih terlihat, kemiskinan di daerah non-tambang belum banyak mengalami penurunan, dan ketergantungan pada investasi asing masih cukup tinggi.;Pengembangan Maluku Utara perlu diarahkan untuk menekankan pemerataan manfaat dari boom industri nikel. Keterhubungan antara kawasan industri besar seperti Weda Bay dan Obi dengan sektor pertanian dan UMKM lokal menjadi semakin penting agar dampak ekonomi lebih menyebar. Selain itu, pemanfaatan pendapatan daerah dari sektor tambang perlu diarahkan ke penguatan pendidikan vokasi dan teknik, sehingga tenaga kerja lokal dapat menempati posisi strategis dalam rantai industri, tidak hanya berada di level operasional dasar.
Papua Barat;2011;Daerah Maju dan Cepat Tumbuh;-;-;-;-;6.0;0.4;70.4;1.5;33.1;47.2;-;;59.9;-;6.7;0.374;Struktur ekonomi Papua Barat sangat ditopang sektor Pertambangan (gas alam) dan Industri Pengolahan di Teluk Bintuni. Ketergantungan pada LNG membuat ekonomi sensitif terhadap fluktuasi global, sementara lemahnya sektor pertanian mencerminkan kerentanan ketahanan pangan.;Papua Barat perlu diarahkan untuk memperkuat nilai tambah dari gas alam melalui industri turunan seperti petrokimia dan pupuk di dalam wilayah. Di sisi lain, keseimbangan dengan sektor lain mulai dijaga melalui penguatan perikanan dan pariwisata berkelanjutan. Sementara itu, pengembangan pertanian lokal juga semakin penting untuk mengurangi ketergantungan pasokan dari luar.
Papua Barat;2012;Daerah Maju dan Cepat Tumbuh;-;-;-;-;4.4;0.4;73.9;5.1;32.0;45.8;-;;60.3;27.0;5.4;0.407;Struktur ekonomi Papua Barat sangat ditopang sektor Pertambangan (gas alam) dan Industri Pengolahan di Teluk Bintuni. Ketergantungan pada LNG membuat ekonomi sensitif terhadap fluktuasi global, sementara lemahnya sektor pertanian mencerminkan kerentanan ketahanan pangan.;Papua Barat perlu diarahkan untuk memperkuat nilai tambah dari gas alam melalui industri turunan seperti petrokimia dan pupuk di dalam wilayah. Di sisi lain, keseimbangan dengan sektor lain mulai dijaga melalui penguatan perikanan dan pariwisata berkelanjutan. Sementara itu, pengembangan pertanian lokal juga semakin penting untuk mengurangi ketergantungan pasokan dari luar.
Papua Barat;2013;Daerah Maju dan Cepat Tumbuh;-;-;-;-;7.0;0.4;80.1;7.3;54.2;304.0;-;;60.9;27.1;4.4;0.418;Struktur ekonomi Papua Barat sangat ditopang sektor Pertambangan (gas alam) dan Industri Pengolahan di Teluk Bintuni. Ketergantungan pada LNG membuat ekonomi sensitif terhadap fluktuasi global, sementara lemahnya sektor pertanian mencerminkan kerentanan ketahanan pangan.;Papua Barat perlu diarahkan untuk memperkuat nilai tambah dari gas alam melalui industri turunan seperti petrokimia dan pupuk di dalam wilayah. Di sisi lain, keseimbangan dengan sektor lain mulai dijaga melalui penguatan perikanan dan pariwisata berkelanjutan. Sementara itu, pengembangan pertanian lokal juga semakin penting untuk mengurangi ketergantungan pasokan dari luar.
Papua Barat;2014;Daerah Maju dan Cepat Tumbuh;-;-;-;-;4.0;0.3;82.8;6.6;153.4;100.0;-;;61.3;26.3;5.0;0.405;Struktur ekonomi Papua Barat sangat ditopang sektor Pertambangan (gas alam) dan Industri Pengolahan di Teluk Bintuni. Ketergantungan pada LNG membuat ekonomi sensitif terhadap fluktuasi global, sementara lemahnya sektor pertanian mencerminkan kerentanan ketahanan pangan.;Papua Barat perlu diarahkan untuk memperkuat nilai tambah dari gas alam melalui industri turunan seperti petrokimia dan pupuk di dalam wilayah. Di sisi lain, keseimbangan dengan sektor lain mulai dijaga melalui penguatan perikanan dan pariwisata berkelanjutan. Sementara itu, pengembangan pertanian lokal juga semakin penting untuk mengurangi ketergantungan pasokan dari luar.
Papua Barat;2015;Daerah Maju dan Cepat Tumbuh;-;-;-;-;4.1;0.3;86.3;5.3;258.6;63.4;-;;61.7;25.7;8.1;0.428;Struktur ekonomi Papua Barat sangat ditopang sektor Pertambangan (gas alam) dan Industri Pengolahan di Teluk Bintuni. Ketergantungan pada LNG membuat ekonomi sensitif terhadap fluktuasi global, sementara lemahnya sektor pertanian mencerminkan kerentanan ketahanan pangan.;Papua Barat perlu diarahkan untuk memperkuat nilai tambah dari gas alam melalui industri turunan seperti petrokimia dan pupuk di dalam wilayah. Di sisi lain, keseimbangan dengan sektor lain mulai dijaga melalui penguatan perikanan dan pariwisata berkelanjutan. Sementara itu, pengembangan pertanian lokal juga semakin penting untuk mengurangi ketergantungan pasokan dari luar.
Papua Barat;2016;Daerah Maju dan Cepat Tumbuh;-;-;-;-;3.8;0.3;88.7;3.6;514.5;10.6;-;;62.2;24.9;7.5;0.401;Struktur ekonomi Papua Barat sangat ditopang sektor Pertambangan (gas alam) dan Industri Pengolahan di Teluk Bintuni. Ketergantungan pada LNG membuat ekonomi sensitif terhadap fluktuasi global, sementara lemahnya sektor pertanian mencerminkan kerentanan ketahanan pangan.;Papua Barat perlu diarahkan untuk memperkuat nilai tambah dari gas alam melalui industri turunan seperti petrokimia dan pupuk di dalam wilayah. Di sisi lain, keseimbangan dengan sektor lain mulai dijaga melalui penguatan perikanan dan pariwisata berkelanjutan. Sementara itu, pengembangan pertanian lokal juga semakin penting untuk mengurangi ketergantungan pasokan dari luar.
Papua Barat;2017;Daerah Maju dan Cepat Tumbuh;-;-;-;-;3.1;0.3;92.7;1.4;84.7;59.2;-;;63.0;23.1;6.5;0.387;Struktur ekonomi Papua Barat sangat ditopang sektor Pertambangan (gas alam) dan Industri Pengolahan di Teluk Bintuni. Ketergantungan pada LNG membuat ekonomi sensitif terhadap fluktuasi global, sementara lemahnya sektor pertanian mencerminkan kerentanan ketahanan pangan.;Papua Barat perlu diarahkan untuk memperkuat nilai tambah dari gas alam melalui industri turunan seperti petrokimia dan pupuk di dalam wilayah. Di sisi lain, keseimbangan dengan sektor lain mulai dijaga melalui penguatan perikanan dan pariwisata berkelanjutan. Sementara itu, pengembangan pertanian lokal juga semakin penting untuk mengurangi ketergantungan pasokan dari luar.
Papua Barat;2018;Daerah Maju dan Cepat Tumbuh;-;-;-;-;5.3;0.3;100.5;5.2;286.9;50.9;-;;63.7;22.7;6.5;0.391;Struktur ekonomi Papua Barat sangat ditopang sektor Pertambangan (gas alam) dan Industri Pengolahan di Teluk Bintuni. Ketergantungan pada LNG membuat ekonomi sensitif terhadap fluktuasi global, sementara lemahnya sektor pertanian mencerminkan kerentanan ketahanan pangan.;Papua Barat perlu diarahkan untuk memperkuat nilai tambah dari gas alam melalui industri turunan seperti petrokimia dan pupuk di dalam wilayah. Di sisi lain, keseimbangan dengan sektor lain mulai dijaga melalui penguatan perikanan dan pariwisata berkelanjutan. Sementara itu, pengembangan pertanian lokal juga semakin penting untuk mengurangi ketergantungan pasokan dari luar.
